Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,[]
11,[]
12,[]
13,[]
14,[]
15,[]
16,[]
17,[]
18,[]
19,[]
20,[14]
21,"[19, 16, 17, 19, 23, 22]"
22,"[22, 15, 18, 23, 16, 20, 17]"
23,"[18, 18, 18]"
24,"[13, 20]"
