Start Position,End Position
1,[]
2,"[8, 1]"
3,[9]
4,[]
5,[]
6,"[4, 2]"
7,[]
8,[10]
9,[3]
10,[18]
11,"[15, 15, 16, 3]"
12,"[17, 18, 11]"
13,"[17, 15, 14]"
14,"[14, 13, 13, 11, 11, 8, 16]"
15,"[15, 17, 18, 13, 13, 13, 16, 16]"
16,"[14, 14, 15]"
17,"[15, 10, 16, 14, 19, 8, 12, 17]"
18,"[15, 19, 17, 16, 11, 16, 16, 10]"
19,"[15, 14, 16, 14, 13, 15, 13]"
20,"[18, 17, 11, 15, 13]"
