Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[19]
9,[7]
10,[6]
11,"[8, 21, 20]"
12,[13]
13,[]
14,"[11, 12]"
15,[]
16,"[10, 6]"
17,"[11, 9, 17]"
18,[15]
19,[10]
20,[21]
