Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[7]
10,[7]
11,[8]
12,[]
13,"[10, 18]"
14,[]
15,"[21, 6, 10, 10]"
16,[7]
17,[]
18,[]
19,"[11, 15, 9, 17]"
20,"[10, 21]"
