Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,[8]
11,[]
12,[]
13,"[10, 16]"
14,"[19, 14]"
15,"[18, 16]"
16,"[17, 15, 17, 16, 15, 11, 15]"
17,"[17, 13, 18]"
18,"[16, 14, 18, 13, 18, 16, 17, 14, 15, 7, 18, 17, 15]"
19,"[17, 15, 14, 10, 15, 15, 15]"
20,"[10, 10, 15, 17, 13, 15]"
