Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,[]
11,[19]
12,"[18, 10]"
13,"[15, 17]"
14,"[14, 15]"
15,[11]
16,"[14, 12]"
17,"[16, 15]"
18,"[14, 14, 13]"
19,"[19, 13, 15, 18, 12, 14]"
