Start Position,End Position
1,[]
2,[]
3,[16]
4,[9]
5,[13]
6,"[12, 13]"
7,"[13, 7, 18, 4, 16]"
8,"[7, 8, 4, 13]"
9,"[6, 17, 14, 13, 7]"
10,"[20, 4, 16, 8, 7, 16, 10, 13]"
11,"[3, 6, 8, 20, 15, 10, 7, 16, 17]"
12,"[19, 20, 14, 8, 11, 11]"
13,"[20, 6, 10, 12, 4, 10, 10, 7, 9, 10, 19]"
14,"[11, 14]"
15,"[11, 16]"
16,"[5, 16]"
17,"[8, 12, 17, 12, 19]"
18,"[20, 14, 12]"
