Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[2]
6,"[15, 12, 2]"
7,"[20, 6, 7, 5]"
8,"[15, 5]"
9,"[12, 10, 11]"
10,"[3, 9, 7]"
11,[17]
12,"[9, 10, 19, 6, 17]"
13,"[14, 14, 17, 6, 18, 19, 6, 9]"
14,"[21, 21, 4, 17, 8]"
15,"[20, 8]"
16,"[12, 11, 18]"
17,"[6, 19, 18]"
18,[12]
19,"[3, 16]"
20,"[15, 13, 14]"
21,[8]
