Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[8]
6,[]
7,[16]
8,[]
9,[]
10,"[19, 8]"
11,"[17, 5]"
12,"[14, 15, 9, 21, 13, 8, 9]"
13,"[10, 12, 9, 11, 6]"
14,"[8, 21, 8, 12, 15]"
15,"[9, 10, 14, 12, 13, 12, 14]"
16,"[13, 9, 16, 16, 15, 18, 14, 14, 12, 23, 23, 23]"
17,"[16, 13, 21, 22, 5]"
18,"[19, 19, 13, 22, 12]"
19,"[13, 16, 21, 16, 13, 11]"
20,"[7, 10, 10, 21]"
21,"[15, 23, 12, 19, 20]"
22,"[12, 22, 18, 19]"
23,"[17, 21, 15, 17, 20, 20]"
24,"[23, 19, 22]"
