Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[12]
8,[]
9,"[15, 16, 6]"
10,"[8, 9]"
11,[22]
12,[]
13,"[5, 9, 8, 9, 9]"
14,"[11, 15, 15, 6, 9, 16, 7]"
15,"[14, 12, 21]"
16,"[16, 13]"
17,"[22, 11, 14]"
18,[22]
19,[]
20,[18]
21,[22]
22,"[16, 20, 22, 16, 21, 17]"
23,"[18, 19, 15, 15, 21, 14, 18]"
24,"[19, 13, 20]"
