Start Position,End Position
1,[2]
2,"[9, 0, 2]"
3,"[2, 2, 18]"
4,"[3, 1, 3, 7, 10, 14]"
5,"[19, 3, 3, 6, 7, 3, 1, 4, 3]"
6,"[2, 5, 4, 1, 18, 3, 4, 22]"
7,"[17, 4, 4, 6, 7, 9, 7, 5, 6, 8]"
8,"[11, 4, 18, 5, 1, 4, 6, 20, 6, 4]"
9,"[6, 12, 8, 6, 17, 8, 10, 1, 7]"
10,"[13, 10, 6, 7]"
11,"[2, 5, 4]"
12,"[8, 12]"
13,"[10, 17, 18]"
14,[8]
15,[16]
16,"[13, 14]"
17,"[12, 16, 17, 19, 13]"
18,"[12, 16, 15, 17, 9, 15]"
19,"[17, 18, 15, 18, 15, 18]"
20,"[16, 15, 17, 14, 16, 18, 17]"
