Start Position,End Position
1,[]
2,[]
3,[]
4,"[12, 2, 6, 2]"
5,"[4, 13, 5, 5, 16, 3]"
6,"[5, 3, 4, 3, 7, 11, 14]"
7,[]
8,[5]
9,"[11, 4, 14]"
10,[7]
11,"[10, 10, 14]"
12,"[8, 9, 7, 5]"
13,"[13, 18, 4]"
14,[12]
15,[9]
16,"[5, 13]"
17,[4]
18,"[14, 10]"
19,[]
20,"[9, 4, 9]"
