Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[6]
7,[]
8,[]
9,"[13, 20]"
10,"[7, 15, 7, 9]"
11,"[19, 8, 13, 22]"
12,"[20, 12]"
13,"[7, 15, 18, 10, 20, 9, 13, 8, 21]"
14,"[19, 15, 10, 11, 11]"
15,"[17, 18, 15, 7, 11, 9, 23]"
16,"[16, 11, 11, 23, 11, 19, 8, 9, 9]"
17,"[15, 12]"
18,"[14, 9, 14]"
19,"[17, 12, 12, 20]"
20,[15]
21,[]
22,[]
23,[7]
24,[14]
