Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[21]
9,[]
10,[17]
11,"[17, 13, 3]"
12,[]
13,"[17, 16, 4, 17, 9]"
14,"[7, 21]"
15,"[10, 9, 9, 8]"
16,"[13, 5]"
17,"[16, 20, 11, 9, 15, 14]"
18,"[6, 12, 12, 15, 13, 11]"
19,"[7, 15, 9, 16, 10, 12, 11, 15, 14, 13, 9]"
20,"[19, 12, 14, 8, 16, 17, 18]"
21,"[11, 14]"
