Start Position,End Position
1,[]
2,[10]
3,[]
4,"[13, 19, 2, 3, 5]"
5,"[3, 7, 3, 16, 6, 5, 3]"
6,"[5, 5, 5, 5, 1, 5, 6, 19, 8, 5, 5]"
7,"[10, 14, 10, 6]"
8,"[4, 6, 5, 19]"
9,"[14, 12, 9, 7, 8, 4, 10, 7, 9, 7]"
10,"[6, 8, 8, 15, 19, 8, 0, 19]"
11,"[7, 17, 6, 10, 12, 8]"
12,"[18, 10, 6, 7, 5, 9, 4]"
13,"[7, 8]"
14,"[12, 19, 12]"
15,"[13, 12]"
16,"[13, 19]"
17,"[15, 17, 11, 18, 15, 10, 10, 11]"
18,[]
19,"[11, 10, 13, 12]"
20,"[12, 17, 13, 9, 16, 18]"
