Start Position,End Position
1,[]
2,[]
3,[6]
4,[]
5,[]
6,[6]
7,[]
8,[]
9,"[10, 5, 8, 9]"
10,"[8, 15, 8, 17]"
11,"[10, 12, 19, 13, 13]"
12,"[17, 7, 12]"
13,"[11, 5, 9, 10, 11]"
14,[]
15,"[10, 5, 18]"
16,[17]
17,[]
18,[9]
