Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,[]
11,[]
12,[]
13,[]
14,[]
15,"[17, 17]"
16,[15]
17,[16]
18,"[13, 19, 16, 19, 19]"
19,"[19, 16, 16, 16, 14, 16]"
20,"[18, 18, 17, 18, 17, 18, 19]"
