Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[6]
6,[]
7,"[16, 3]"
8,[]
9,[]
10,[]
11,"[8, 10, 9, 18, 10, 6]"
12,"[19, 3, 13]"
13,"[19, 4, 12, 12]"
14,"[7, 11, 8, 9, 10]"
15,"[17, 18]"
16,[]
17,"[17, 9]"
18,"[9, 21, 13, 21]"
19,"[12, 8, 2, 11]"
20,[8]
