Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,[]
11,[]
12,[]
13,[]
14,[]
15,[]
16,[18]
17,"[13, 18, 15]"
18,"[18, 20, 15]"
19,"[16, 13, 15]"
20,"[16, 18, 16, 20, 21, 20]"
21,"[15, 19, 18, 18, 16, 20, 14, 12, 18, 16, 16, 16, 17]"
22,"[13, 16, 19, 16, 16, 18]"
