Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,[11]
11,[]
12,[]
13,[]
14,[]
15,[14]
16,[]
17,"[17, 12, 12]"
18,"[17, 17, 12]"
19,[17]
20,[13]
21,[]
22,[11]
