Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,"[12, 11]"
11,"[19, 5]"
12,[14]
13,"[10, 14]"
14,"[18, 12]"
15,"[12, 16, 10]"
16,"[20, 11, 18, 17, 10, 10]"
17,"[12, 11, 14, 19]"
18,"[12, 21, 17, 14, 11]"
19,"[21, 21, 11, 9, 18]"
20,"[20, 12, 19]"
21,"[14, 13]"
