Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,[]
11,[]
12,[]
13,[]
14,[16]
15,"[15, 19, 12]"
16,[13]
17,"[18, 14, 15, 16]"
18,"[12, 14, 16]"
19,"[13, 19]"
