Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,"[3, 19]"
6,"[14, 3]"
7,[]
8,"[10, 10]"
9,"[9, 10, 9, 7, 7]"
10,"[5, 8, 5, 6, 22, 18, 6]"
11,"[17, 6, 7, 7, 11, 7, 5, 14]"
12,"[13, 12, 11, 12, 13, 11, 8, 10, 10, 7, 10]"
13,"[22, 11, 14]"
14,"[11, 9, 6, 6, 11]"
15,"[9, 11, 20, 21, 21]"
16,"[11, 11]"
17,"[10, 8, 6, 19]"
18,[17]
19,[17]
20,[]
21,[8]
