Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[18]
9,"[5, 9, 12, 6]"
10,"[5, 11, 5, 7, 16, 10]"
11,[]
12,"[5, 6, 9]"
13,"[4, 7]"
14,"[19, 5]"
15,"[17, 4, 6]"
16,"[16, 14]"
17,"[7, 8, 14]"
18,"[7, 8, 18]"
19,"[18, 9, 8, 13]"
