Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[15]
8,[]
9,[6]
10,"[19, 5, 7, 12]"
11,[18]
12,"[19, 3, 11, 18]"
13,[10]
14,"[19, 17, 11, 11]"
15,"[16, 10, 9]"
16,"[19, 15]"
17,"[14, 16, 1, 9, 12, 15]"
18,[]
19,[]
20,[12]
