Start Position,End Position
1,"[2, 1, 0, 0, 1, 2, 3, 19, 3, 0, 0]"
2,"[6, 1, 5]"
3,"[2, 2, 2, 2, 3]"
4,"[4, 3, 3, 2, 6, 3, 19, 5, 3, 3, 1, 3, 6]"
5,"[4, 4, 7, 4, 3]"
6,"[10, 4]"
7,"[6, 6, 1, 4, 15, 6, 18, 9]"
8,"[9, 6, 4, 3, 5, 4]"
9,"[18, 14, 16, 6, 19, 7]"
10,"[17, 16, 5]"
11,[]
12,"[17, 3, 9, 12, 7]"
13,"[5, 9, 8, 13, 17, 7]"
14,"[9, 17, 17, 18]"
15,"[11, 19]"
16,[19]
17,[8]
18,[12]
19,"[11, 18, 14]"
