Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,[]
11,[]
12,[]
13,[15]
14,[]
15,[16]
16,[16]
17,[]
18,"[17, 17]"
19,"[11, 18, 16, 18]"
20,"[19, 5]"
