Start Position,End Position
1,[]
2,[12]
3,"[9, 2]"
4,[]
5,[]
6,[]
7,"[12, 21]"
8,"[21, 8]"
9,"[21, 7, 4]"
10,"[11, 9, 20, 6]"
11,"[8, 20, 8]"
12,"[5, 5, 10, 7, 9, 13, 4, 11, 12, 3]"
13,"[23, 9, 6, 10, 5, 21]"
14,"[6, 9, 15, 14, 8, 21]"
15,"[21, 17, 5]"
16,"[21, 22, 18, 9, 8, 13, 17]"
17,"[7, 8, 17, 13, 23, 22, 10, 12, 13, 17]"
18,"[23, 6, 14, 17, 16]"
19,"[15, 15, 18, 19]"
20,"[12, 20, 12, 21]"
21,[17]
22,[14]
23,[8]
24,[9]
