Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[10]
6,[]
7,[]
8,[]
9,"[8, 14]"
10,"[7, 14, 8]"
11,"[14, 18, 11, 12]"
12,"[6, 14, 19, 11]"
13,"[6, 6, 11, 12]"
14,"[14, 17]"
15,"[14, 7, 14]"
16,"[13, 18, 13, 12, 16]"
17,"[11, 17, 9]"
18,"[11, 12]"
19,"[9, 13]"
20,[]
21,[]
22,[16]
