Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,[]
11,[]
12,[]
13,[]
14,[]
15,[]
16,[]
17,[]
18,"[16, 21, 17, 14, 19]"
19,"[23, 17, 14, 18, 13, 18]"
20,"[20, 19, 15, 19, 13, 15, 16, 17]"
21,"[14, 19, 19, 17, 19, 15, 19, 20]"
22,"[15, 11, 15, 16, 16, 21, 19]"
23,"[19, 14]"
24,"[18, 18, 18]"
