Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[4]
6,[]
7,[]
8,[9]
9,[]
10,[]
11,[11]
12,[]
13,[]
14,[]
15,[]
16,[]
17,[]
18,"[8, 12]"
19,[]
20,"[13, 13, 15, 7]"
21,"[20, 13, 18, 14, 14, 13, 8, 15, 16]"
22,"[15, 11]"
