Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[10]
9,[]
10,"[11, 12, 19]"
11,"[13, 10, 10]"
12,"[16, 10, 16]"
13,"[15, 16, 14, 18, 12, 10, 18, 11]"
14,"[11, 13, 6, 19, 14, 15, 15, 20]"
15,"[19, 18, 19, 12, 13, 12]"
16,"[12, 14, 12, 13, 16, 10]"
17,"[21, 13, 20, 11, 15, 14, 18, 18]"
18,"[12, 13, 11]"
19,"[10, 12, 19]"
20,"[12, 12, 14, 19]"
21,[13]
22,"[17, 13]"
