Start Position,End Position
1,[]
2,[]
3,"[5, 5]"
4,[]
5,"[5, 17, 8, 5]"
6,"[9, 5, 4, 5, 8, 7, 4, 6]"
7,"[5, 7, 18, 6, 17, 10, 8]"
8,"[9, 8, 6, 0, 6, 8, 7, 6]"
9,"[5, 7, 8, 7, 19, 16, 5, 8, 8, 13, 4, 3, 8]"
10,"[6, 4, 17, 6, 13, 8]"
11,"[8, 18, 5, 8, 10, 7, 1, 8, 13, 18, 6]"
12,"[10, 7, 18, 19, 9, 9]"
13,"[9, 15]"
14,"[9, 9, 11, 7, 13, 7]"
15,"[11, 7, 12]"
16,"[12, 13]"
17,"[15, 9, 12, 13, 19]"
18,[13]
19,[12]
20,"[15, 20, 20, 12]"
21,[17]
22,"[17, 17, 11]"
