Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[23]
7,[23]
8,[]
9,[]
10,[7]
11,"[12, 11, 6]"
12,"[17, 13, 12, 12]"
13,"[13, 15, 10]"
14,"[19, 8, 10]"
15,"[9, 14, 14, 10, 14]"
16,"[14, 11, 11, 10, 11, 9, 20, 14]"
17,"[19, 10, 10, 12, 20, 23, 8, 15]"
18,"[12, 7, 7, 9, 6]"
19,"[14, 15, 19]"
20,[17]
