Start Position,End Position
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,[]
11,"[15, 13]"
12,[]
13,[15]
14,"[13, 21]"
15,"[18, 10, 11, 19]"
16,[10]
17,"[17, 10]"
18,[15]
19,"[19, 17, 16]"
20,"[16, 17, 15, 13]"
21,"[19, 14, 15, 17]"
